,latitude,longitude,address,birth_place
dj kennedy,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
dj mbenga,-15.4139213,28.289698,"Democratic Republic Of Congo, Parirenyetwa Road, Fairview, Lusaka, Lusaka Province, 1010, Zambia",Democratic Republic of the Congo
dj stephens,31.8160381,-99.5120986,"Texas, United States of America",Texas
dj strawberry,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
dj white,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
dj wilson,36.7014631,-118.7559974,"California, United States of America",California
doc rivers,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
dolph schayes,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
domantas sabonis,43.9792797,-120.737257,"Oregon, United States of America",Oregon
dominic mcguire,36.7014631,-118.7559974,"California, United States of America",California
dominic pressley,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
dominique jones,27.7567667,-81.4639835,"Florida, United States of America",Florida
dominique wilkins,46.603354,1.8883335,"France métropolitaine, France",France
don ackerman,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
don adams,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
don asmonga,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
don barksdale,36.7014631,-118.7559974,"California, United States of America",California
don boven,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
don buse,40.3270127,-86.1746933,"Indiana, United States of America",Indiana
don carlson,45.9896587,-94.6113288,"Minnesota, United States of America",Minnesota
don chaney,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
don collins,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
don ford,36.7014631,-118.7559974,"California, United States of America",California
don grate,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
don kojis,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
don lofgran,36.7014631,-118.7559974,"California, United States of America",California
don maclean,36.7014631,-118.7559974,"California, United States of America",California
don may,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
don nelson,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
don ohl,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
don otten,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
don putman,38.7251776,-105.6077167,"Colorado, United States of America",Colorado
don ray,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
don rehfeldt,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
don reid,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
don smith,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
don sunderlage,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
donald hodge,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
donald royal,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
donald sloan,30.8703881,-92.007126,"Louisiana, United States of America",Louisiana
donald whiteside,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
donatas motiejunas,55.3500003,23.7499997,Lietuva,Lithuania
donell taylor,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
donnell harvey,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
donnie boyce,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
donnie butcher,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
donnie freeman,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
donny marshall,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
donovan mitchell,41.6500201,-72.7342163,"Connecticut, United States of America",Connecticut
donta smith,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
dontae jones,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
donte greene,51.0834196,10.4234469,"Deutschland, Europe",Germany
dontell jefferson,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
dontonio wingfield,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
donyell marshall,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
dorell wright,36.7014631,-118.7559974,"California, United States of America",California
dorian finney-smith,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
doron lamb,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
doug christie,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",Washington
doug collins,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
doug edwards,27.7567667,-81.4639835,"Florida, United States of America",Florida
doug lee,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
doug mcdermott,47.6201461,-100.540737,"North Dakota, United States of America",North Dakota
doug overton,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
doug roth,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
doug sims,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
doug smith,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
doug west,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
dragan bender,44.3053476,17.5961467,Bosna i Hercegovina / Босна и Херцеговина,Bosnia and Herzegovina
dragan tarlac,44.1534121,20.55144,Србија,Serbia
draymond green,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
drazen petrovic,45.5643442,17.0118954,Hrvatska,Croatia
drew barry,36.7014631,-118.7559974,"California, United States of America",California
drew gooden,36.7014631,-118.7559974,"California, United States of America",California
drew gordon,36.7014631,-118.7559974,"California, United States of America",California
duane causwell,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
duane cooper,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
duane ferrell,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
duane klueh,47.6201461,-100.540737,"North Dakota, United States of America",North Dakota
duane washington,51.0834196,10.4234469,"Deutschland, Europe",Germany
duck williams,33.2588817,-86.8295337,"Alabama, United States of America",Alabama
dudley bradley,39.5162234,-76.9382069,"Maryland, United States of America",Maryland
duje dukan,45.5643442,17.0118954,Hrvatska,Croatia
dwayne bacon,27.7567667,-81.4639835,"Florida, United States of America",Florida
dwayne jones,38.4758406,-80.8408415,"West Virginia, United States of America",West Virginia
dwayne mcclain,42.3788774,-72.032366,"Massachusetts, United States of America",Massachusetts
dwayne morton,37.5726028,-85.1551411,"Kentucky, United States of America",Kentucky
dwayne polee,36.7014631,-118.7559974,"California, United States of America",California
dwayne schintzius,27.7567667,-81.4639835,"Florida, United States of America",Florida
dwayne whitfield,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
dwight anderson,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
dwight buycks,44.4308975,-89.6884637,"Wisconsin, United States of America",Wisconsin
dwight davis,31.8160381,-99.5120986,"Texas, United States of America",Texas
dwight howard,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
dwight jones,31.8160381,-99.5120986,"Texas, United States of America",Texas
dwight powell,61.0666922,-107.9917071,Canada,Canada
dwight waller,35.7730076,-86.2820081,"Tennessee, United States of America",Tennessee
dwyane wade,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
dyron nix,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
earl barron,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
earl boykins,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
earl clark,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
earl cureton,43.6211955,-84.6824346,"Michigan, United States of America",Michigan
earl dodd,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
earl evans,31.8160381,-99.5120986,"Texas, United States of America",Texas
earl jones,38.4758406,-80.8408415,"West Virginia, United States of America",West Virginia
earl monroe,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
earl tatum,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
earl watson,38.27312,-98.5821872,"Kansas, United States of America",Kansas
earl williams,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
easy parham,31.8160381,-99.5120986,"Texas, United States of America",Texas
ec coleman,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
ed bartels,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ed beach,40.0757384,-74.4041622,"New Jersey, United States of America",New Jersey
ed dahler,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
ed davis,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
ed gray,36.7014631,-118.7559974,"California, United States of America",California
ed horton,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
ed macauley,38.7604815,-92.5617875,"Missouri, United States of America",Missouri
ed manning,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
ed nealy,38.27312,-98.5821872,"Kansas, United States of America",Kansas
ed obannon,36.7014631,-118.7559974,"California, United States of America",California
ed pinckney,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ed rains,27.7567667,-81.4639835,"Florida, United States of America",Florida
ed ratleff,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
ed sadowski,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
ed searcy,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
ed sherod,37.1232245,-78.4927721,"Virginia, United States of America",Virginia
ed smith,40.2253569,-82.6881395,"Ohio, United States of America",Ohio
ed stokes,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
eddie basden,40.7306458,-73.9866136,"NYC, New York, United States of America",New York
eddie gill,38.7251776,-105.6077167,"Colorado, United States of America",Colorado
eddie griffin,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
eddie house,36.7014631,-118.7559974,"California, United States of America",California
eddie hughes,32.9715645,-89.7348497,"Mississippi, United States of America",Mississippi
eddie johnson,40.0796319,-89.4339809,"Illinois, United States of America",Illinois
eddie jones,27.7567667,-81.4639835,"Florida, United States of America",Florida
eddie jordan,38.8949549,-77.0366456,"Washington, District of Columbia, United States of America",District of Columbia
eddie lee wilkins,32.3293809,-83.1137366,"Georgia, United States of America",Georgia
eddie mast,40.9699889,-77.7278831,"Pennsylvania, United States of America",Pennsylvania
